PDT 2009","NO_QUERY","rhythmarchitect","Working on the sabbath "
"0","1559289113","Sun Apr 19 10:45:07 PDT 2009","NO_QUERY","shezsogay","@remzosaurus if i take the pills they'll make me sick &amp; i cant be sick like that at work. "
"0","1559289196","Sun Apr 19 10:45:11 PDT 2009","NO_QUERY","crazybanana22","i cant put any pictures on. "
"0","1559289335","Sun Apr 19 10:45:10 PDT 2009","NO_QUERY","slipknotchik91","hurt my back "
"0","1559289458","Sun Apr 19 10:45:13 PDT 2009","NO_QUERY","maidenvenus","i got frighten yesterday night  im embarrassed, now contemplating....but happy that the Rockets won yesterday night! "
"0","1559289527","Sun Apr 19 10:45:12 PDT 2009","NO_QUERY","TravelTweetie","@jackgraycnn  Jack are you flattered or scared? I would find it unnerving to be in Every Tweet that is sent. "
"0","1559289596","Sun Apr 19 10:45:13 PDT 2009","NO_QUERY","StooLaird","Ill, ill, ill...   AND I have to leave the house in 15 minutes :'("
"0","1559290016","Sun Apr 19 10:45:18 PDT 2009","NO_QUERY","Flawe","@DanweiTran yeah, if you have any friends for that "
"0","1559290660","Sun Apr 19 10:45:22 PDT 2009","NO_QUERY","surfrida","Being Lonly "
"0","1559290683","Sun Apr 19 10:45:23 PDT 2009","NO_QUERY","makeupnewbie78","@calypsominerals I am so sorry  is that from something particular?"
"0","1559290775","Sun Apr 19 10:45:24 PDT 2009","NO_QUERY","swdzines","Cant beileve it  bloody everton won damn them grghhhh"
"0","1559290787","Sun Apr 19 10:45:23 PDT 2009","NO_QUERY","Dariu5","@ramulis Damn, Youtube &quot;This video is not available in your country. &quot; "
"0","1559290967","Sun Apr 19 10:45:26 PDT 2009","NO_QUERY","nicole152009","@taylorswift13 i want to go to your concert but you are not comeing close to my town "
"0","1559291065","Sun Apr 19 10:45:26 PDT 2009","NO_QUERY","GretaSmile","@LittleFletcher I really hope my replys to you won't make you think I'm a teeny who wants attention from Tom's sister.  aha."
