,"NO_QUERY","msheatherporter","@keemscott Homework! 3 papers I've been writing for 3 weeks due in 1 week now  I am the BIGGEST procratinator...I work well under pressure"
"0","1573728062","Tue Apr 21 02:34:16 PDT 2009","NO_QUERY","princess_lia","@fubar69 I need money too "
"0","1573728140","Tue Apr 21 02:34:17 PDT 2009","NO_QUERY","offorsobianco","Are the Jonas Brothers for real? I don't like their new album cover. It doesn't seem like something they would do. Then again, Idk them. "
"0","1573728548","Tue Apr 21 02:34:25 PDT 2009","NO_QUERY","itsjustyou","@Byrnie The half-day Friday is not good  Look on the brightside...in-ordinately long weekend "
"0","1573728677","Tue Apr 21 02:34:27 PDT 2009","NO_QUERY","o0hmaig0d","@chiminychanga I can't  I get chills up my spine like imagining biting down on a metal fork and pulling it... Ok yeah I took the cap off."
"0","1573728696","Tue Apr 21 02:34:28 PDT 2009","NO_QUERY","SchofieldFan","@LouiseBrig oh yeah I read that  I can't watch because I have to work. "
"0","1573728978","Tue Apr 21 02:34:34 PDT 2009","NO_QUERY","gatisheel","Working on a vpn connection is horribly bad spcly when it disconnects again and again buhuhu.... "
"0","1573729287","Tue Apr 21 02:34:39 PDT 2009","NO_QUERY","duskyazure","@guybatty We have honey cheerios- I'd pick those over dried fruit.  I want to go home but my boss would notice. "
"0","1573729432","Tue Apr 21 02:34:42 PDT 2009","NO_QUERY","SpiderxBear","@Jessica___xx oh   whats happening tomorrow?"
"0","1573729563","Tue Apr 21 02:34:45 PDT 2009","NO_QUERY","ravenatic","Ravenatic &amp; MCs P.G.R LIVE @ B2T at The Sanctury 12th April 2009! http://www.badongo.com/file/14556026 . Hear the broken mixer!  rofl"
"0","1573729823","Tue Apr 21 02:34:49 PDT 2009","NO_QUERY","tobeabother","I has headache. "
"0","1573730168","Tue Apr 21 02:34:56 PDT 2009","NO_QUERY","_axelle","@mileycyrus http://twitpic.com/37d57 - I sang &quot;i miss you&quot; for school ... I was thinking of you, Miely, Everytime ? Sorry for your Pappy "
"0","1573730218","Tue Apr 21 02:34:57 PDT 2009","NO_QUERY","haikuMoon","Having a headache "
"0","1573730259","Tue Apr 21 02:34:59 PDT 2009","NO_QUERY","laurafleur","Reall want to go and sit in the park and get on with reading American Pastoral. Pesky job "
"0","1573730263","Tue Apr 21 02:34:58 PDT 2009","NO_QUERY","josephh_m","@allysheehan i know right! i loved it haha. and ahh i know shes so lucky  it sucks living in australia sometimes"
"0","1573731307","Tue Apr 21 02:35:16 PDT 2009","NO_QUERY","kinshuksunil","@slideshare it is weird that you change your user's display name in Title Case on the profile page  My Co name gets all spoiled..."
"0","1573731360","Tue Apr 21 02:35:17 PDT 2009","NO_QUERY","ravenatic","Why did I play Heaven remix ?! I didnt mean to  rofl"
"0","1573731381","Tue Apr 21 02:35:17 PDT 2009","NO_QUERY","rosswitherby","@georgeharito fark man, only just finished, that sucks "
"0","1573731411","Tue Apr 21 02:35:17 PDT 2009","NO_QUERY","_xbianca","@_rachelx meeeee toooooo! "
"0","1573731497","Tue Apr 21 02:35:18 PDT 2009","NO_QUERY","rob_caporetto","Really sucks with this cold. Too drained to want to sit and code or game or do anything involving though "
"0","1573731511","Tue Apr 21 02:35:19 PDT 2009","NO_QUERY","dagar","a double digit todo list for holidays means, its more hectic than the semester days "
"0","1573731533","Tue Apr 21 02:35:19 PDT 2009","NO_QUERY","matmorris","@zerosandones  Awsome! Shame someone has nicked his saddle "
"0","1573731564","Tue Apr 21 02:35:20 PDT 2009","NO_QUERY","rowie78","Reverse doesn't though "
"0","1573731751","Tue Apr 21 02:35:23 PDT 2009","NO_QUERY","IzzySc","@BSBSavedMyLife cant get to sleep? "
"0","1573731955","Tue Apr 21 02:35:26 PDT 2009","NO_QUERY","NicolaHerbert","@markbrown83 Aww goggul thats lame  Booo.. Sending some kisses.. Maybe that mite help?? x x x"
"0","1573732027","Tue Apr 21 02:35:27 PDT 2009","NO_QUERY","revjesse","@Joliet68 bloody silly delivery people! "
"0","1573732032","Tue Apr 21 02:35:27 PDT 2009","NO_QUERY","nikakasuperman","shouldnt've had that nap  wont be able to sleep tonight"
"0","1573732241","Tue Apr 21 02:35:32 PDT 2009","NO_QUERY","emaraczi","Total loss of appetite  Afternoon friends gathering... to eat :S"
"0","1573732305","Tue Apr 21 02:35:33 PDT 2009","NO_QUERY","stephchase","@pandathief like shit, dbl ear infection is kicking my ass   how are you sir?"
"0","1573732479","Tue Apr 21 02:35:35 PDT 2009","NO_QUERY","Saxtus","@CultOfRazer Am I the only one who has jitter with Mamba on Destructor making difficult to doubleclick at any DPI? No! http://ub0.cc/k/bg "
"0","1573732920","Tue Apr 21 02:35:44 PDT 2009","NO_QUERY","softthistle","@Boogaloo1 *gasps* oh no!  Backtrack!! ((hugs)) hope you find it."
"0","1573733029","Tue Apr 21 02:35:45 PDT 2009","NO_QUERY","mouldymaulders","is cheesed off with computer's cpu running @  100% all the time   me feels a reinstaalltion is gonna be needed - PANTS"
"0","1573733200","Tue Apr 21 02:35:48 PDT 2009","NO_QUERY","gigabomb","jazz_santi follows me now, hes freaking awesome, a great supririsie to wake up to...especily if u wear to be in school like 4 hours ago "
"0","1573733321","Tue Apr 21 02:35:50 PDT 2009","NO_QUERY","gerrymoth","looks like I might need to reflash the E71. The WEB browser wont open "
"0","1573733478","Tue Apr 21 02:35:53 PDT 2009","NO_QUERY","Perlchen1972","@jamie_oliver i want to have a garden, i will make BBQ too "
"0","1573733592","Tue Apr 21 02:35:55 PDT 2009","NO_QUERY","neodyne2003","im feeling a little better this morning but still sick  oh well i hope im well enough to go to work if im needed.  ttyl all"
"0","1573733839","Tue Apr 21 02:36:00 PDT 2009","NO_QUERY","Kgadi","had a bit too much for breakfast. "
"0","1573734201","Tue Apr 21 02:36:05 PDT 2009","NO_QUERY","whalerider","i dont know what's right and what's real anymore  - lily allen"
"0","1573734712","Tue Apr 21 02:36:14 PDT 2009","NO_QUERY","sxlalan","@isdixon Good luck for tonight. Really wish I could make itnbut it finishes a bit late for me to get back to Skipton "
"0","1573735191","Tue Apr 21 02:36:23 PDT 2009","NO_QUERY","BrendaBDSM","My cat brought a live mouse in last night. I tried to save it but too late  http://tinyurl.com/d63ybo"
"0","1573735296","Tue Apr 21 02:36:24 PDT 2009","NO_QUERY","littlemilez","@MandyyJirouxx I want to chat with you  &lt;3"
"0","1573735440","Tue Apr 21 02:36:27 PDT 2009","NO_QUERY","SianyXD","still has a really bad sprained ankle and can hardly walk on it "
"0","1573735454","Tue Apr 21 02:36:28 PDT 2009","NO_QUERY","jultnew","Just got home from house hunting.  Not much out there "
"0","1573735637","Tue Apr 21 02:36:30 PDT 2009","NO_QUERY","most_alive","oracle buys sun/java  but this is fun: top ten reasons java developers fear oracle buyout: http://is.gd/tzuU"
"0","1573735772","Tue Apr 21 02:36:33 PDT 2009","NO_QUERY","JNathan","@00__00 no access at work as it thinks we are in Ireland "
"0","1573736199","Tue Apr 21 02:36:41 PDT 2009","NO_QUERY","mhedenstrom","Today's weather does not allow for activities like yesterday's "
"0","1573736307","Tue Apr 21 02:36:42 PDT 2009","NO_QUERY","AndrewCrawford","@crayg Thank you for your kind words, maybe one day we can be friends. But not right now, its just too hard for me "
"0","1573736625","Tue Apr 21 02:36:48 PDT 2009","NO_QUERY","bigenya","@ManuelViloria Hmmm... that's probably it. I never stopped being in school - brain's almost gone "
"0","1573743156","Tue Apr 21 02:38:48 PDT 2009","NO_QUERY","fatchittie","losing money in poker "
"0","1573743496","Tue Apr 21 02:38:54 PDT 2009","NO_QUERY","demslackers","@Geodriehoek I think not "
"0","1573743582","Tue Apr 21 02:38:56 PDT 2009","NO_QUERY","Ugleeboi","@carlaclassic  me too...   "
